point,density,population,area,location,density_type,Département,latitude,longitude,daynight,acq_date
"(43.938, -0.9620000000000001)",21.90810085036551,2937.0,134.06,Rion-des-Landes,commune,40,43.938,-0.9620000000000001,D,2020-07-19
"(46.07, -0.625)",31.4859437751004,784.0,24.9,Bernay-Saint-Martin,commune,17,46.07,-0.625,N,2020-07-19
"(46.06800000000001, -0.6459999999999999)",31.4859437751004,784.0,24.9,Bernay-Saint-Martin,commune,17,46.06800000000001,-0.6459999999999999,N,2020-07-19
"(47.828, -3.625)",145.32769556025372,6874.0,47.3,Moëlan-sur-Mer,commune,29,47.828,-3.625,N,2020-07-19
"(46.059, -0.623)",31.4859437751004,784.0,24.9,Bernay-Saint-Martin,commune,17,46.059,-0.623,N,2020-07-19
"(46.056999999999995, -0.644)",31.4859437751004,784.0,24.9,Bernay-Saint-Martin,commune,17,46.056999999999995,-0.644,N,2020-07-19
"(46.067, -0.636)",31.4859437751004,784.0,24.9,Bernay-Saint-Martin,commune,17,46.067,-0.636,N,2020-07-20
"(46.063, -0.618)",31.4859437751004,784.0,24.9,Bernay-Saint-Martin,commune,17,46.063,-0.618,N,2020-07-20
"(49.42, 4.217)",28.30601092896175,259.0,9.15,L'Écaille,commune,8,49.42,4.217,D,2020-07-20
"(43.446999999999996, 4.887)",171.49821254468637,15831.0,92.31,Fos-sur-Mer,commune,13,43.446999999999996,4.887,N,2020-07-20
"(43.449, 4.9)",171.49821254468637,15831.0,92.31,Fos-sur-Mer,commune,13,43.449,4.9,N,2020-07-20
"(43.449, 4.9)",171.49821254468637,15831.0,92.31,Fos-sur-Mer,commune,13,43.449,4.9,D,2020-08-03
"(43.449, 4.9)",171.49821254468637,15831.0,92.31,Fos-sur-Mer,commune,13,43.449,4.9,D,2020-09-13
"(49.918, 3.13)",21.59090909090909,114.0,5.28,Vendelles,commune,2,49.918,3.13,D,2020-07-21
"(49.303000000000004, 4.58)",5.264578833693305,195.0,37.04,Semide,commune,8,49.303000000000004,4.58,D,2020-07-21
"(47.391999999999996, -0.563)",311.336032388664,5383.0,17.29,Mûrs-Erigné,commune,49,47.391999999999996,-0.563,D,2020-07-21
"(49.294, 4.5760000000000005)",9.261430246189919,632.0,68.24,Sommepy-Tahure,commune,51,49.294,4.5760000000000005,D,2020-07-21
"(48.739, 2.792)",570.2650290885583,8822.0,15.47,Tournan-en-Brie,commune,77,48.739,2.792,D,2020-07-21
"(49.92, 3.116)",27.99352750809061,173.0,6.18,Hervilly,commune,80,49.92,3.116,D,2020-07-21
"(46.06100000000001, -0.63)",31.4859437751004,784.0,24.9,Bernay-Saint-Martin,commune,17,46.06100000000001,-0.63,D,2020-07-21
"(44.727, -0.818)",166.4457165812996,16573.0,99.57,Cestas,commune,33,44.727,-0.818,D,2020-07-21
"(47.391999999999996, -0.561)",311.336032388664,5383.0,17.29,Mûrs-Erigné,commune,49,47.391999999999996,-0.561,D,2020-07-21
"(43.141999999999996, 3.025)",309.1003700277521,53462.0,172.96,Narbonne,commune,11,43.141999999999996,3.025,D,2020-07-21
"(45.00899999999999, 4.938)",84.24402018872065,3839.0,45.57,Châteauneuf-sur-Isère,commune,26,45.00899999999999,4.938,D,2020-07-21
"(48.82, 4.4319999999999995)",8.791208791208794,176.0,20.02,Cheppes-la-Prairie,commune,51,48.82,4.4319999999999995,D,2020-07-21
"(43.501999999999995, 5.197)",679.8396334478808,11870.0,17.46,Rognac,commune,13,43.501999999999995,5.197,D,2020-07-23
"(43.504, 5.183)",308.82218148487624,13477.0,43.64,Berre-l'Étang,commune,13,43.504,5.183,D,2020-07-23
"(47.621, 6.127999999999999)",232.29166666666663,2007.0,8.64,Noidans-lès-Vesoul,commune,70,47.621,6.127999999999999,D,2020-07-23
"(48.102, 7.3729999999999976)",1055.7908968003603,70284.0,66.57,Colmar,commune,68,48.102,7.3729999999999976,D,2020-07-23
"(47.777, 7.43)",323.77291543465407,5475.0,16.91,Sausheim,commune,68,47.777,7.43,D,2020-07-23
"(44.15, 4.735)",398.3962264150943,29561.0,74.2,Orange,commune,84,44.15,4.735,D,2020-07-23
"(47.505, 6.814)",1687.9413724183878,25336.0,15.01,Montbéliard,commune,25,47.505,6.814,D,2020-07-25
"(44.379, 5.89)",12.1808386038885,520.0,42.69,Ventavon,commune,5,44.379,5.89,D,2020-07-25
"(43.44600000000001, 4.895)",171.49821254468637,15831.0,92.31,Fos-sur-Mer,commune,13,43.44600000000001,4.895,N,2020-07-25
"(51.044, 2.296)",1102.3320895522388,23634.0,21.44,Grande-Synthe,commune,59,51.044,2.296,D,2020-07-26
"(43.44300000000001, 4.894)",171.49821254468637,15831.0,92.31,Fos-sur-Mer,commune,13,43.44300000000001,4.894,D,2020-07-26
"(51.035, 2.283)",1102.3320895522388,23634.0,21.44,Grande-Synthe,commune,59,51.035,2.283,D,2020-07-26
"(47.771, 7.432)",323.77291543465407,5475.0,16.91,Sausheim,commune,68,47.771,7.432,D,2020-07-27
"(48.997, 4.717)",5.826086956521738,134.0,23.0,Herpont,commune,51,48.997,4.717,D,2020-07-27
"(48.992, 4.697)",5.826086956521738,134.0,23.0,Herpont,commune,51,48.992,4.697,D,2020-07-27
"(44.453, -0.615)",15.722222222222221,283.0,18.0,Le Tuzan,commune,33,44.453,-0.615,D,2020-07-27
"(44.45399999999999, -0.578)",15.722222222222221,283.0,18.0,Le Tuzan,commune,33,44.45399999999999,-0.578,D,2020-07-27
"(44.467, -0.616)",15.722222222222221,283.0,18.0,Le Tuzan,commune,33,44.467,-0.616,D,2020-07-27
"(44.471000000000004, -0.589)",18.52701325178389,727.0,39.24,Louchats,commune,33,44.471000000000004,-0.589,D,2020-07-27
"(44.45399999999999, -0.624)",22.9528105482304,1323.0,57.64,Hostens,commune,33,44.45399999999999,-0.624,D,2020-07-27
"(44.456, -0.5870000000000001)",15.722222222222221,283.0,18.0,Le Tuzan,commune,33,44.456,-0.5870000000000001,D,2020-07-27
"(44.468999999999994, -0.58)",15.722222222222221,283.0,18.0,Le Tuzan,commune,33,44.468999999999994,-0.58,D,2020-07-27
"(47.769, 2.1180000000000003)",54.090150250417366,1944.0,35.94,Vienne-en-Val,commune,45,47.769,2.1180000000000003,D,2020-07-27
"(47.768, 2.061)",32.81200127673157,2056.0,62.66,Marcilly-en-Villette,commune,45,47.768,2.061,D,2020-07-27
"(44.468999999999994, -0.569)",18.52701325178389,727.0,39.24,Louchats,commune,33,44.468999999999994,-0.569,N,2020-07-27
"(43.445, 4.902)",171.49821254468637,15831.0,92.31,Fos-sur-Mer,commune,13,43.445,4.902,N,2020-07-27
"(51.04600000000001, 2.2969999999999997)",1102.3320895522388,23634.0,21.44,Grande-Synthe,commune,59,51.04600000000001,2.2969999999999997,N,2020-07-27
"(44.467, -0.595)",15.722222222222221,283.0,18.0,Le Tuzan,commune,33,44.467,-0.595,N,2020-07-27
"(44.47, -0.5760000000000001)",18.52701325178389,727.0,39.24,Louchats,commune,33,44.47,-0.5760000000000001,N,2020-07-27
"(44.465, -0.588)",15.722222222222221,283.0,18.0,Le Tuzan,commune,33,44.465,-0.588,N,2020-07-27
"(44.45399999999999, -0.584)",15.722222222222221,283.0,18.0,Le Tuzan,commune,33,44.45399999999999,-0.584,N,2020-07-27
"(44.458, -0.565)",13.836477987421384,132.0,9.54,Saint-Symphorien,commune,33,44.458,-0.565,N,2020-07-27
"(45.106, 3.531)",33.5706340378198,1509.0,44.95,Mazeyrat-d'Allier,commune,43,45.106,3.531,N,2020-07-27
"(45.104, 3.5180000000000002)",33.5706340378198,1509.0,44.95,Mazeyrat-d'Allier,commune,43,45.104,3.5180000000000002,N,2020-07-27
"(45.107, 3.532)",33.5706340378198,1509.0,44.95,Mazeyrat-d'Allier,commune,43,45.107,3.532,N,2020-07-28
"(46.354, -0.322)",160.1159420289855,5524.0,34.5,La Crèche,commune,79,46.354,-0.322,D,2020-07-28
"(46.452, 2.256)",14.255765199161427,544.0,38.16,Préveranges,commune,18,46.452,2.256,D,2020-07-28
"(47.582, 1.3530000000000002)",1220.2349172450613,45710.0,37.46,Blois,commune,41,47.582,1.3530000000000002,D,2020-07-28
"(47.58, 1.34)",1220.2349172450613,45710.0,37.46,Blois,commune,41,47.58,1.34,D,2020-07-28
"(46.316, 1.203)",8.831448572967151,492.0,55.71,Saint-Léger-Magnazeix,commune,87,46.316,1.203,D,2020-07-29
"(51.023999999999994, 2.287)",1102.3320895522388,23634.0,21.44,Grande-Synthe,commune,59,51.023999999999994,2.287,D,2020-07-29
"(43.446999999999996, 4.897)",171.49821254468637,15831.0,92.31,Fos-sur-Mer,commune,13,43.446999999999996,4.897,N,2020-07-29
"(43.446999999999996, 4.897)",171.49821254468637,15831.0,92.31,Fos-sur-Mer,commune,13,43.446999999999996,4.897,N,2020-08-19
"(48.61, 6.112)",1556.7567567567569,6912.0,4.44,Neuves-Maisons,commune,54,48.61,6.112,N,2020-07-29
"(49.486999999999995, 0.22699999999999998)",357.76830685780715,9234.0,25.81,Gonfreville-l'Orcher,commune,76,49.486999999999995,0.22699999999999998,N,2020-07-30
"(45.845, 5.282)",55.69029850746269,1194.0,21.44,Saint-Vulbas,commune,1,45.845,5.282,D,2020-07-30
"(51.045, 2.305)",2024.9715197083615,88876.0,43.89,Dunkerque,commune,59,51.045,2.305,D,2020-07-30
"(44.725, -0.8170000000000001)",166.4457165812996,16573.0,99.57,Cestas,commune,33,44.725,-0.8170000000000001,D,2020-07-30
"(44.45399999999999, -0.574)",15.722222222222221,283.0,18.0,Le Tuzan,commune,33,44.45399999999999,-0.574,D,2020-07-30
"(51.038000000000004, 2.29)",1102.3320895522388,23634.0,21.44,Grande-Synthe,commune,59,51.038000000000004,2.29,D,2020-07-30
"(51.04, 2.3040000000000003)",1102.3320895522388,23634.0,21.44,Grande-Synthe,commune,59,51.04,2.3040000000000003,D,2020-07-30
"(51.042, 2.318)",2024.9715197083615,88876.0,43.89,Dunkerque,commune,59,51.042,2.318,D,2020-07-30
"(48.716, 2.81)",44.73350253807106,705.0,15.76,Châtres,commune,77,48.716,2.81,D,2020-07-30
"(47.861999999999995, 3.613)",219.5162177020341,3993.0,18.19,Monéteau,commune,89,47.861999999999995,3.613,D,2020-07-30
"(47.48, 1.012)",54.77088948787062,1016.0,18.55,Saint-Ouen-les-Vignes,commune,37,47.48,1.012,D,2020-07-30
"(48.431999999999995, -4.627)",608.6401202103681,8101.0,13.31,Saint-Renan,commune,29,48.431999999999995,-4.627,D,2020-07-30
"(48.427, -4.651)",86.15456455755312,3690.0,42.83,Plouarzel,commune,29,48.427,-4.651,D,2020-07-30
"(48.43600000000001, -4.637)",608.6401202103681,8101.0,13.31,Saint-Renan,commune,29,48.43600000000001,-4.637,D,2020-07-30
"(48.431000000000004, -4.66)",86.15456455755312,3690.0,42.83,Plouarzel,commune,29,48.431000000000004,-4.66,D,2020-07-30
"(43.52, -1.515)",1437.9502413665055,38724.0,26.93,Anglet,commune,64,43.52,-1.515,N,2020-07-30
"(45.081, -1.157)",13.614595210946407,2388.0,175.4,Carcans,commune,33,45.081,-1.157,N,2020-07-30
"(51.043, 2.293)",1102.3320895522388,23634.0,21.44,Grande-Synthe,commune,59,51.043,2.293,N,2020-07-30
"(51.043, 2.298)",1102.3320895522388,23634.0,21.44,Grande-Synthe,commune,59,51.043,2.298,N,2020-07-31
"(47.321999999999996, 4.899)",139.159109645507,1688.0,12.13,Velars-sur-Ouche,commune,21,47.321999999999996,4.899,D,2020-07-31
"(45.278999999999996, 4.603)",86.21312462372066,1432.0,16.61,Saint-Marcel-lès-Annonay,commune,7,45.278999999999996,4.603,D,2020-08-01
"(45.282, 4.618)",86.21312462372066,1432.0,16.61,Saint-Marcel-lès-Annonay,commune,7,45.282,4.618,D,2020-08-01
"(47.77, 7.419)",323.77291543465407,5475.0,16.91,Sausheim,commune,68,47.77,7.419,D,2020-08-01
"(51.025, 2.25)",2024.9715197083615,88876.0,43.89,Dunkerque,commune,59,51.025,2.25,D,2020-08-01
"(43.446999999999996, 4.895)",171.49821254468637,15831.0,92.31,Fos-sur-Mer,commune,13,43.446999999999996,4.895,N,2020-08-02
"(43.446999999999996, 4.895)",171.49821254468637,15831.0,92.31,Fos-sur-Mer,commune,13,43.446999999999996,4.895,D,2020-08-22
"(43.446999999999996, 4.895)",171.49821254468637,15831.0,92.31,Fos-sur-Mer,commune,13,43.446999999999996,4.895,N,2020-09-13
"(43.442, 4.9)",171.49821254468637,15831.0,92.31,Fos-sur-Mer,commune,13,43.442,4.9,D,2020-08-02
"(43.442, 4.9)",171.49821254468637,15831.0,92.31,Fos-sur-Mer,commune,13,43.442,4.9,D,2020-09-06
"(51.044, 2.3040000000000003)",1102.3320895522388,23634.0,21.44,Grande-Synthe,commune,59,51.044,2.3040000000000003,N,2020-08-03
"(43.445, 4.897)",171.49821254468637,15831.0,92.31,Fos-sur-Mer,commune,13,43.445,4.897,N,2020-08-03
"(43.445, 4.897)",171.49821254468637,15831.0,92.31,Fos-sur-Mer,commune,13,43.445,4.897,D,2020-08-19
"(51.042, 2.29)",1102.3320895522388,23634.0,21.44,Grande-Synthe,commune,59,51.042,2.29,N,2020-08-03
"(43.445, 4.896)",171.49821254468637,15831.0,92.31,Fos-sur-Mer,commune,13,43.445,4.896,N,2020-08-04
"(45.88800000000001, 0.257)",24.339207048458146,221.0,9.08,Mouton,commune,16,45.88800000000001,0.257,N,2020-08-04
"(43.401, 5.28)",635.3832442067737,21387.0,33.66,Les Pennes-Mirabeau,commune,13,43.401,5.28,D,2020-08-04
"(45.89100000000001, 0.253)",24.339207048458146,221.0,9.08,Mouton,commune,16,45.89100000000001,0.253,D,2020-08-04
"(43.59, 3.7889999999999997)",328.1988188976378,6669.0,20.32,Pignan,commune,34,43.59,3.7889999999999997,D,2020-08-04
"(44.724, -0.809)",166.4457165812996,16573.0,99.57,Cestas,commune,33,44.724,-0.809,D,2020-08-04
"(47.088, -1.194)",150.7717980809345,3614.0,23.97,Gétigné,commune,44,47.088,-1.194,D,2020-08-04
"(44.81800000000001, 2.245)",16.512059369202227,623.0,37.73,Boisset,commune,15,44.81800000000001,2.245,D,2020-08-04
"(47.08600000000001, -1.207)",150.7717980809345,3614.0,23.97,Gétigné,commune,44,47.08600000000001,-1.207,D,2020-08-04
"(44.935, -0.638)",16.516516516516518,55.0,3.33,Blanquefort,commune,33,44.935,-0.638,D,2020-08-04
"(44.937, -0.625)",16.516516516516518,55.0,3.33,Blanquefort,commune,33,44.937,-0.625,D,2020-08-04
"(45.883, 0.249)",24.339207048458146,221.0,9.08,Mouton,commune,16,45.883,0.249,D,2020-08-04
"(43.382, 5.0489999999999995)",691.5313549832028,49403.0,71.44,Martigues,commune,13,43.382,5.0489999999999995,N,2020-08-04
"(43.36, 5.067)",691.5313549832028,49403.0,71.44,Martigues,commune,13,43.36,5.067,N,2020-08-04
"(43.375, 5.059)",691.5313549832028,49403.0,71.44,Martigues,commune,13,43.375,5.059,N,2020-08-04
"(43.353, 5.075)",691.5313549832028,49403.0,71.44,Martigues,commune,13,43.353,5.075,N,2020-08-04
"(43.357, 5.119)",630.0826446280992,7624.0,12.1,Sausset-les-Pins,commune,13,43.357,5.119,N,2020-08-04
"(43.345, 5.075)",691.5313549832028,49403.0,71.44,Martigues,commune,13,43.345,5.075,N,2020-08-04
"(43.347, 5.092)",691.5313549832028,49403.0,71.44,Martigues,commune,13,43.347,5.092,N,2020-08-04
"(43.332, 5.093999999999999)",630.0826446280992,7624.0,12.1,Sausset-les-Pins,commune,13,43.332,5.093999999999999,N,2020-08-04
"(43.335, 5.099)",630.0826446280992,7624.0,12.1,Sausset-les-Pins,commune,13,43.335,5.099,N,2020-08-04
"(43.351000000000006, 5.0969999999999995)",691.5313549832028,49403.0,71.44,Martigues,commune,13,43.351000000000006,5.0969999999999995,N,2020-08-04
"(43.349, 5.0569999999999995)",691.5313549832028,49403.0,71.44,Martigues,commune,13,43.349,5.0569999999999995,N,2020-08-04
"(43.361000000000004, 5.051)",691.5313549832028,49403.0,71.44,Martigues,commune,13,43.361000000000004,5.051,N,2020-08-04
"(43.345, 5.052)",691.5313549832028,49403.0,71.44,Martigues,commune,13,43.345,5.052,N,2020-08-04
"(43.351000000000006, 5.074)",691.5313549832028,49403.0,71.44,Martigues,commune,13,43.351000000000006,5.074,N,2020-08-05
"(43.349, 5.118)",630.0826446280992,7624.0,12.1,Sausset-les-Pins,commune,13,43.349,5.118,N,2020-08-05
"(47.771, 7.433)",323.77291543465407,5475.0,16.91,Sausheim,commune,68,47.771,7.433,D,2020-08-05
"(43.44600000000001, 4.89)",171.49821254468637,15831.0,92.31,Fos-sur-Mer,commune,13,43.44600000000001,4.89,N,2020-08-05
"(43.44600000000001, 4.89)",171.49821254468637,15831.0,92.31,Fos-sur-Mer,commune,13,43.44600000000001,4.89,D,2020-10-15
"(43.383, 5.013)",691.5313549832028,49403.0,71.44,Martigues,commune,13,43.383,5.013,N,2020-08-05
"(43.448, 4.9030000000000005)",171.49821254468637,15831.0,92.31,Fos-sur-Mer,commune,13,43.448,4.9030000000000005,N,2020-08-05
"(43.448, 4.9030000000000005)",171.49821254468637,15831.0,92.31,Fos-sur-Mer,commune,13,43.448,4.9030000000000005,D,2020-08-31
"(49.57899999999999, 2.8760000000000003)",47.28588661037396,392.0,8.29,Dives,commune,60,49.57899999999999,2.8760000000000003,N,2020-08-05
"(47.01600000000001, 2.472)",31.12547119009155,578.0,18.57,Soye-en-Septaine,commune,18,47.01600000000001,2.472,N,2020-08-05
"(43.448, 4.899)",171.49821254468637,15831.0,92.31,Fos-sur-Mer,commune,13,43.448,4.899,N,2020-08-06
"(43.386, 5.015)",691.5313549832028,49403.0,71.44,Martigues,commune,13,43.386,5.015,N,2020-08-06
"(47.848, 2.2969999999999997)",44.906338208878616,1750.0,38.97,Saint-Martin-d'Abbat,commune,45,47.848,2.2969999999999997,D,2020-08-06
"(47.775, 7.428)",323.77291543465407,5475.0,16.91,Sausheim,commune,68,47.775,7.428,D,2020-08-06
"(48.832, 5.142)",24.258970358814356,311.0,12.82,Chardogne,commune,55,48.832,5.142,D,2020-08-06
"(42.681999999999995, 2.8569999999999998)",1791.3030703687382,121934.0,68.07,Perpignan,commune,66,42.681999999999995,2.8569999999999998,D,2020-08-06
"(44.725, -0.8190000000000001)",166.4457165812996,16573.0,99.57,Cestas,commune,33,44.725,-0.8190000000000001,D,2020-08-06
"(43.67100000000001, 1.2109999999999999)",165.46644844517186,2022.0,12.22,Lévignac,commune,31,43.67100000000001,1.2109999999999999,D,2020-08-06
"(44.722, -0.821)",166.4457165812996,16573.0,99.57,Cestas,commune,33,44.722,-0.821,D,2020-08-06
"(42.732, 2.952)",73.0909090909091,201.0,2.75,Bompas,commune,66,42.732,2.952,D,2020-08-06
"(42.703, 2.875)",1791.3030703687382,121934.0,68.07,Perpignan,commune,66,42.703,2.875,D,2020-08-06
"(42.61, 2.825)",116.87242798353908,1988.0,17.01,Trouillas,commune,66,42.61,2.825,D,2020-08-06
"(42.611999999999995, 2.8369999999999997)",116.87242798353908,1988.0,17.01,Trouillas,commune,66,42.611999999999995,2.8369999999999997,D,2020-08-06
"(42.623999999999995, 2.97)",407.1823204419889,2211.0,5.43,Corneilla-del-Vercol,commune,66,42.623999999999995,2.97,D,2020-08-06
"(42.577, 2.906)",166.53895274584931,1304.0,7.83,Brouilla,commune,66,42.577,2.906,D,2020-08-06
"(42.56399999999999, 2.884)",118.42355175688509,1247.0,10.53,Banyuls-dels-Aspres,commune,66,42.56399999999999,2.884,D,2020-08-06
"(43.379, 5.012)",691.5313549832028,49403.0,71.44,Martigues,commune,13,43.379,5.012,D,2020-08-06
"(50.387, 2.92)",867.0588235294118,2948.0,3.4,Drocourt,commune,62,50.387,2.92,D,2020-08-06
"(46.338, 1.838)",16.53295128939828,577.0,34.9,Chéniers,commune,23,46.338,1.838,D,2020-08-06
"(46.34, 1.851)",16.53295128939828,577.0,34.9,Chéniers,commune,23,46.34,1.851,D,2020-08-06
"(43.37600000000001, 5.022)",691.5313549832028,49403.0,71.44,Martigues,commune,13,43.37600000000001,5.022,N,2020-08-06
"(46.832, 0.092)",24.23117709437964,1371.0,56.58,Saint-Jean-de-Sauves,commune,86,46.832,0.092,N,2020-08-07
"(43.376999999999995, 5.029)",691.5313549832028,49403.0,71.44,Martigues,commune,13,43.376999999999995,5.029,N,2020-08-07
"(49.251999999999995, 0.38299999999999995)",378.68852459016404,1155.0,3.05,Cormeilles,commune,27,49.251999999999995,0.38299999999999995,D,2020-08-07
"(49.254, 0.377)",378.68852459016404,1155.0,3.05,Cormeilles,commune,27,49.254,0.377,D,2020-08-07
"(45.099, -0.138)",39.29372197309417,701.0,17.84,La Clotte,commune,17,45.099,-0.138,D,2020-08-07
"(43.382, 5.021)",691.5313549832028,49403.0,71.44,Martigues,commune,13,43.382,5.021,N,2020-08-08
"(43.386, 5.013999999999999)",691.5313549832028,49403.0,71.44,Martigues,commune,13,43.386,5.013999999999999,N,2020-08-08
"(43.445, 4.89)",171.49821254468637,15831.0,92.31,Fos-sur-Mer,commune,13,43.445,4.89,D,2020-08-08
"(43.378, 5.019)",691.5313549832028,49403.0,71.44,Martigues,commune,13,43.378,5.019,D,2020-08-08
"(48.1, 7.372000000000001)",1055.7908968003603,70284.0,66.57,Colmar,commune,68,48.1,7.372000000000001,D,2020-08-08
"(47.777, 7.435)",323.77291543465407,5475.0,16.91,Sausheim,commune,68,47.777,7.435,D,2020-08-08
"(48.765, -3.0639999999999996)",304.9131723845828,7199.0,23.61,Paimpol,commune,22,48.765,-3.0639999999999996,D,2020-08-08
"(46.825, 4.088)",8.697208303507516,243.0,27.94,Saint-Didier-sur-Arroux,commune,71,46.825,4.088,N,2020-08-08
"(51.044, 2.305)",2024.9715197083615,88876.0,43.89,Dunkerque,commune,59,51.044,2.305,N,2020-08-09
"(51.037, 2.2880000000000003)",1102.3320895522388,23634.0,21.44,Grande-Synthe,commune,59,51.037,2.2880000000000003,N,2020-08-09
"(46.516999999999996, -1.139)",44.68562874251497,597.0,13.36,Saint-Jean-de-Beugné,commune,85,46.516999999999996,-1.139,N,2020-08-09
"(43.44600000000001, 4.9)",171.49821254468637,15831.0,92.31,Fos-sur-Mer,commune,13,43.44600000000001,4.9,N,2020-08-09
"(51.038999999999994, 2.291)",1102.3320895522388,23634.0,21.44,Grande-Synthe,commune,59,51.038999999999994,2.291,D,2020-08-09
"(47.50899999999999, 6.82)",1687.9413724183878,25336.0,15.01,Montbéliard,commune,25,47.50899999999999,6.82,D,2020-08-10
"(47.835, 7.271)",527.088948787062,3911.0,7.42,Staffelfelden,commune,68,47.835,7.271,D,2020-08-10
"(43.446999999999996, 4.888999999999999)",171.49821254468637,15831.0,92.31,Fos-sur-Mer,commune,13,43.446999999999996,4.888999999999999,N,2020-08-10
"(43.449, 4.902)",171.49821254468637,15831.0,92.31,Fos-sur-Mer,commune,13,43.449,4.902,N,2020-08-10
"(43.442, 4.8919999999999995)",171.49821254468637,15831.0,92.31,Fos-sur-Mer,commune,13,43.442,4.8919999999999995,D,2020-08-11
"(43.441, 4.905)",171.49821254468637,15831.0,92.31,Fos-sur-Mer,commune,13,43.441,4.905,D,2020-08-11
"(47.513999999999996, 5.317)",12.406382285900357,381.0,30.71,Bourberain,commune,21,47.513999999999996,5.317,N,2020-08-12
"(47.512, 5.3)",12.406382285900357,381.0,30.71,Bourberain,commune,21,47.512,5.3,D,2020-08-12
"(47.506, 5.303)",12.406382285900357,381.0,30.71,Bourberain,commune,21,47.506,5.303,D,2020-08-12
"(48.707, 2.5660000000000003)",1357.2727272727273,4479.0,3.3,Mandres-les-Roses,commune,94,48.707,2.5660000000000003,D,2020-08-12
"(48.701, 2.541)",1357.2727272727273,4479.0,3.3,Mandres-les-Roses,commune,94,48.701,2.541,D,2020-08-12
"(47.501999999999995, 5.2829999999999995)",12.406382285900357,381.0,30.71,Bourberain,commune,21,47.501999999999995,5.2829999999999995,D,2020-08-12
"(43.451, 4.895)",171.49821254468637,15831.0,92.31,Fos-sur-Mer,commune,13,43.451,4.895,N,2020-08-12
"(43.443999999999996, 4.886)",171.49821254468637,15831.0,92.31,Fos-sur-Mer,commune,13,43.443999999999996,4.886,N,2020-08-13
"(43.443999999999996, 4.886)",171.49821254468637,15831.0,92.31,Fos-sur-Mer,commune,13,43.443999999999996,4.886,N,2020-10-11
"(43.451, 4.901)",171.49821254468637,15831.0,92.31,Fos-sur-Mer,commune,13,43.451,4.901,N,2020-08-13
"(51.034, 2.283)",1102.3320895522388,23634.0,21.44,Grande-Synthe,commune,59,51.034,2.283,D,2020-08-13
"(51.034, 2.283)",1102.3320895522388,23634.0,21.44,Grande-Synthe,commune,59,51.034,2.283,D,2020-09-13
"(51.041000000000004, 2.301)",1102.3320895522388,23634.0,21.44,Grande-Synthe,commune,59,51.041000000000004,2.301,D,2020-08-13
"(51.041000000000004, 2.301)",1102.3320895522388,23634.0,21.44,Grande-Synthe,commune,59,51.041000000000004,2.301,D,2020-09-14
"(47.511, 5.305)",12.406382285900357,381.0,30.71,Bourberain,commune,21,47.511,5.305,D,2020-08-13
"(47.50899999999999, 5.297999999999999)",12.406382285900357,381.0,30.71,Bourberain,commune,21,47.50899999999999,5.297999999999999,D,2020-08-13
"(47.507, 5.296)",12.406382285900357,381.0,30.71,Bourberain,commune,21,47.507,5.296,D,2020-08-13
"(43.527, 5.14)",127.8438769587928,8811.0,68.92,Lançon-Provence,commune,13,43.527,5.14,D,2020-08-13
"(43.449, 4.897)",171.49821254468637,15831.0,92.31,Fos-sur-Mer,commune,13,43.449,4.897,N,2020-08-14
"(43.449, 4.897)",171.49821254468637,15831.0,92.31,Fos-sur-Mer,commune,13,43.449,4.897,D,2020-10-16
"(43.448, 4.907)",171.49821254468637,15831.0,92.31,Fos-sur-Mer,commune,13,43.448,4.907,N,2020-08-15
"(47.596000000000004, -1.07)",12.63823064770932,2400.0,189.9,Vallons-de-l'Erdre,commune,44,47.596000000000004,-1.07,D,2020-08-15
"(43.443999999999996, 4.896)",171.49821254468637,15831.0,92.31,Fos-sur-Mer,commune,13,43.443999999999996,4.896,D,2020-08-15
"(47.538999999999994, 4.706)",2.6020637056976224,58.0,22.29,Billy-lès-Chanceaux,commune,21,47.538999999999994,4.706,N,2020-08-16
"(47.533, 4.709)",2.6020637056976224,58.0,22.29,Billy-lès-Chanceaux,commune,21,47.533,4.709,N,2020-08-16
"(47.773, 7.431)",323.77291543465407,5475.0,16.91,Sausheim,commune,68,47.773,7.431,D,2020-08-17
"(42.507, 2.799)",202.73069679849343,2153.0,10.62,Saint-Jean-Pla-de-Corts,commune,66,42.507,2.799,D,2020-08-21
"(43.44300000000001, 4.919)",171.49821254468637,15831.0,92.31,Fos-sur-Mer,commune,13,43.44300000000001,4.919,N,2020-08-21
"(47.126999999999995, -0.11900000000000001)",81.67892156862743,3999.0,48.96,Montreuil-Bellay,commune,49,47.126999999999995,-0.11900000000000001,N,2020-08-21
"(51.041000000000004, 2.295)",1102.3320895522388,23634.0,21.44,Grande-Synthe,commune,59,51.041000000000004,2.295,N,2020-08-22
"(51.041000000000004, 2.295)",1102.3320895522388,23634.0,21.44,Grande-Synthe,commune,59,51.041000000000004,2.295,D,2020-09-02
"(43.453, 4.901)",171.49821254468637,15831.0,92.31,Fos-sur-Mer,commune,13,43.453,4.901,N,2020-08-23
"(43.449, 4.8839999999999995)",171.49821254468637,15831.0,92.31,Fos-sur-Mer,commune,13,43.449,4.8839999999999995,N,2020-08-23
"(43.364, 3.383)",176.49186256781198,4880.0,27.65,Bessan,commune,34,43.364,3.383,D,2020-08-24
"(44.816, 5.016)",26.760563380281692,247.0,9.23,Ourches,commune,26,44.816,5.016,D,2020-08-24
